,provinceName,districtName,productName,amount
1091,BOLU,KIBRISCIK,Kurşunsuz Benzin 95,7.97
1092,BOLU,KIBRISCIK,Gazyağı,9.28
1093,BOLU,KIBRISCIK,Motorin UltraForce,8.23
1094,BOLU,KIBRISCIK,Motorin EcoForce,8.2
1095,BOLU,KIBRISCIK,Kalorifer Yakıtı,8.35
1096,BOLU,KIBRISCIK,Fuel Oil,7.4
1097,BOLU,KIBRISCIK,Yüksek Kükürtlü Fuel Oil,6.48
1098,BOLU,MENGEN,Kurşunsuz Benzin 95,7.97
1099,BOLU,MENGEN,Gazyağı,9.29
1100,BOLU,MENGEN,Motorin UltraForce,8.23
1101,BOLU,MENGEN,Motorin EcoForce,8.2
1102,BOLU,MENGEN,Kalorifer Yakıtı,8.35
1103,BOLU,MENGEN,Fuel Oil,7.4
1104,BOLU,MENGEN,Yüksek Kükürtlü Fuel Oil,6.49
1105,BOLU,MERKEZ,Kurşunsuz Benzin 95,7.96
1106,BOLU,MERKEZ,Gazyağı,9.28
1107,BOLU,MERKEZ,Motorin UltraForce,8.23
1108,BOLU,MERKEZ,Motorin EcoForce,8.2
1109,BOLU,MERKEZ,Kalorifer Yakıtı,8.35
1110,BOLU,MERKEZ,Fuel Oil,7.4
1111,BOLU,MERKEZ,Yüksek Kükürtlü Fuel Oil,6.48
1112,BOLU,MUDURNU,Kurşunsuz Benzin 95,7.96
1113,BOLU,MUDURNU,Gazyağı,9.29
1114,BOLU,MUDURNU,Motorin UltraForce,8.22
1115,BOLU,MUDURNU,Motorin EcoForce,8.19
1116,BOLU,MUDURNU,Kalorifer Yakıtı,8.35
1117,BOLU,MUDURNU,Fuel Oil,7.39
1118,BOLU,MUDURNU,Yüksek Kükürtlü Fuel Oil,6.49
1119,BOLU,SEBEN,Kurşunsuz Benzin 95,7.97
1120,BOLU,SEBEN,Gazyağı,9.29
1121,BOLU,SEBEN,Motorin UltraForce,8.23
1122,BOLU,SEBEN,Motorin EcoForce,8.2
1123,BOLU,SEBEN,Kalorifer Yakıtı,8.35
1124,BOLU,SEBEN,Fuel Oil,7.39
1125,BOLU,SEBEN,Yüksek Kükürtlü Fuel Oil,6.49
1126,BOLU,YENİÇAĞA,Kurşunsuz Benzin 95,7.96
1127,BOLU,YENİÇAĞA,Gazyağı,9.28
1128,BOLU,YENİÇAĞA,Motorin UltraForce,8.22
1129,BOLU,YENİÇAĞA,Motorin EcoForce,8.19
1130,BOLU,YENİÇAĞA,Kalorifer Yakıtı,8.35
1131,BOLU,YENİÇAĞA,Fuel Oil,7.39
1132,BOLU,YENİÇAĞA,Yüksek Kükürtlü Fuel Oil,6.48
1133,BURDUR,AĞLASUN,Kurşunsuz Benzin 95,8.15
1134,BURDUR,AĞLASUN,Gazyağı,9.31
1135,BURDUR,AĞLASUN,Motorin UltraForce,8.41
1136,BURDUR,AĞLASUN,Motorin EcoForce,8.38
1137,BURDUR,AĞLASUN,Kalorifer Yakıtı,8.37
1138,BURDUR,AĞLASUN,Fuel Oil,7.36
1139,BURDUR,AĞLASUN,Yüksek Kükürtlü Fuel Oil,6.51
1140,BURDUR,ALTINYAYLA,Kurşunsuz Benzin 95,8.16
1141,BURDUR,ALTINYAYLA,Gazyağı,9.32
1142,BURDUR,ALTINYAYLA,Motorin UltraForce,8.42
1143,BURDUR,ALTINYAYLA,Motorin EcoForce,8.39
1144,BURDUR,ALTINYAYLA,Kalorifer Yakıtı,8.37
1145,BURDUR,ALTINYAYLA,Fuel Oil,7.36
1146,BURDUR,ALTINYAYLA,Yüksek Kükürtlü Fuel Oil,6.52
1147,BURDUR,BUCAK,Kurşunsuz Benzin 95,8.14
1148,BURDUR,BUCAK,Gazyağı,9.31
1149,BURDUR,BUCAK,Motorin UltraForce,8.4
1150,BURDUR,BUCAK,Motorin EcoForce,8.37
1151,BURDUR,BUCAK,Kalorifer Yakıtı,8.37
1152,BURDUR,BUCAK,Fuel Oil,7.35
1153,BURDUR,BUCAK,Yüksek Kükürtlü Fuel Oil,6.51
1154,BURDUR,ÇAVDIR,Kurşunsuz Benzin 95,8.15
1155,BURDUR,ÇAVDIR,Gazyağı,9.32
1156,BURDUR,ÇAVDIR,Motorin UltraForce,8.41
1157,BURDUR,ÇAVDIR,Motorin EcoForce,8.38
1158,BURDUR,ÇAVDIR,Kalorifer Yakıtı,8.37
1159,BURDUR,ÇAVDIR,Fuel Oil,7.36
1160,BURDUR,ÇAVDIR,Yüksek Kükürtlü Fuel Oil,6.52
1161,BURDUR,ÇELTİKÇİ,Kurşunsuz Benzin 95,8.15
1162,BURDUR,ÇELTİKÇİ,Gazyağı,9.31
1163,BURDUR,ÇELTİKÇİ,Motorin UltraForce,8.41
1164,BURDUR,ÇELTİKÇİ,Motorin EcoForce,8.38
1165,BURDUR,ÇELTİKÇİ,Kalorifer Yakıtı,8.37
1166,BURDUR,ÇELTİKÇİ,Fuel Oil,7.36
1167,BURDUR,ÇELTİKÇİ,Yüksek Kükürtlü Fuel Oil,6.51
1168,BURDUR,GÖLHİSAR,Kurşunsuz Benzin 95,8.16
1169,BURDUR,GÖLHİSAR,Gazyağı,9.32
1170,BURDUR,GÖLHİSAR,Motorin UltraForce,8.42
1171,BURDUR,GÖLHİSAR,Motorin EcoForce,8.39
1172,BURDUR,GÖLHİSAR,Kalorifer Yakıtı,8.37
1173,BURDUR,GÖLHİSAR,Fuel Oil,7.36
1174,BURDUR,GÖLHİSAR,Yüksek Kükürtlü Fuel Oil,6.52
1175,BURDUR,KARAMANLI,Kurşunsuz Benzin 95,8.16
1176,BURDUR,KARAMANLI,Gazyağı,9.31
1177,BURDUR,KARAMANLI,Motorin UltraForce,8.42
1178,BURDUR,KARAMANLI,Motorin EcoForce,8.39
1179,BURDUR,KARAMANLI,Kalorifer Yakıtı,8.37
1180,BURDUR,KARAMANLI,Fuel Oil,7.37
1181,BURDUR,KARAMANLI,Yüksek Kükürtlü Fuel Oil,6.51
1182,BURDUR,KEMER,Kurşunsuz Benzin 95,8.16
1183,BURDUR,KEMER,Gazyağı,9.31
1184,BURDUR,KEMER,Motorin UltraForce,8.42
1185,BURDUR,KEMER,Motorin EcoForce,8.39
1186,BURDUR,KEMER,Kalorifer Yakıtı,8.37
1187,BURDUR,KEMER,Fuel Oil,7.37
1188,BURDUR,KEMER,Yüksek Kükürtlü Fuel Oil,6.51
1189,BURDUR,MERKEZ,Kurşunsuz Benzin 95,8.15
1190,BURDUR,MERKEZ,Gazyağı,9.31
1191,BURDUR,MERKEZ,Motorin UltraForce,8.41
1192,BURDUR,MERKEZ,Motorin EcoForce,8.38
1193,BURDUR,MERKEZ,Kalorifer Yakıtı,8.37
1194,BURDUR,MERKEZ,Fuel Oil,7.41
1195,BURDUR,MERKEZ,Yüksek Kükürtlü Fuel Oil,6.51
1196,BURDUR,TEFENNİ,Kurşunsuz Benzin 95,8.15
1197,BURDUR,TEFENNİ,Gazyağı,9.32
1198,BURDUR,TEFENNİ,Motorin UltraForce,8.41
1199,BURDUR,TEFENNİ,Motorin EcoForce,8.38
1200,BURDUR,TEFENNİ,Kalorifer Yakıtı,8.37
1201,BURDUR,TEFENNİ,Fuel Oil,7.36
1202,BURDUR,TEFENNİ,Yüksek Kükürtlü Fuel Oil,6.52
1203,BURDUR,YEŞİLOVA,Kurşunsuz Benzin 95,8.16
1204,BURDUR,YEŞİLOVA,Gazyağı,9.31
1205,BURDUR,YEŞİLOVA,Motorin UltraForce,8.42
1206,BURDUR,YEŞİLOVA,Motorin EcoForce,8.39
1207,BURDUR,YEŞİLOVA,Kalorifer Yakıtı,8.37
1208,BURDUR,YEŞİLOVA,Fuel Oil,7.37
1209,BURDUR,YEŞİLOVA,Yüksek Kükürtlü Fuel Oil,6.51
1210,BURSA,BÜYÜKORHAN,Kurşunsuz Benzin 95,7.97
1211,BURSA,BÜYÜKORHAN,Gazyağı,9.27
1212,BURSA,BÜYÜKORHAN,Motorin UltraForce,8.24
1213,BURSA,BÜYÜKORHAN,Motorin EcoForce,8.21
1214,BURSA,BÜYÜKORHAN,Kalorifer Yakıtı,8.35
1215,BURSA,BÜYÜKORHAN,Fuel Oil,7.41
1216,BURSA,BÜYÜKORHAN,Yüksek Kükürtlü Fuel Oil,6.51
1217,BURSA,GEMLİK,Kurşunsuz Benzin 95,7.95
1218,BURSA,GEMLİK,Gazyağı,9.27
1219,BURSA,GEMLİK,Motorin UltraForce,8.22
1220,BURSA,GEMLİK,Motorin EcoForce,8.19
1221,BURSA,GEMLİK,Kalorifer Yakıtı,8.34
1222,BURSA,GEMLİK,Fuel Oil,7.41
1223,BURSA,GEMLİK,Yüksek Kükürtlü Fuel Oil,6.51
1224,BURSA,GÜRSU,Kurşunsuz Benzin 95,7.96
1225,BURSA,GÜRSU,Gazyağı,9.27
1226,BURSA,GÜRSU,Motorin UltraForce,8.23
1227,BURSA,GÜRSU,Motorin EcoForce,8.2
1228,BURSA,GÜRSU,Kalorifer Yakıtı,8.34
1229,BURSA,GÜRSU,Fuel Oil,7.4
1230,BURSA,GÜRSU,Yüksek Kükürtlü Fuel Oil,6.51
1231,BURSA,HARMANCIK,Kurşunsuz Benzin 95,7.97
1232,BURSA,HARMANCIK,Gazyağı,9.27
1233,BURSA,HARMANCIK,Motorin UltraForce,8.24
1234,BURSA,HARMANCIK,Motorin EcoForce,8.21
1235,BURSA,HARMANCIK,Kalorifer Yakıtı,8.35
1236,BURSA,HARMANCIK,Fuel Oil,7.42
1237,BURSA,HARMANCIK,Yüksek Kükürtlü Fuel Oil,6.51
1238,BURSA,İNEGÖL,Kurşunsuz Benzin 95,7.97
1239,BURSA,İNEGÖL,Gazyağı,9.26
1240,BURSA,İNEGÖL,Motorin UltraForce,8.24
1241,BURSA,İNEGÖL,Motorin EcoForce,8.21
1242,BURSA,İNEGÖL,Kalorifer Yakıtı,8.35
1243,BURSA,İNEGÖL,Fuel Oil,7.4
1244,BURSA,İNEGÖL,Yüksek Kükürtlü Fuel Oil,6.5
1245,BURSA,İZNİK,Kurşunsuz Benzin 95,7.96
1246,BURSA,İZNİK,Gazyağı,9.27
1247,BURSA,İZNİK,Motorin UltraForce,8.23
1248,BURSA,İZNİK,Motorin EcoForce,8.2
1249,BURSA,İZNİK,Kalorifer Yakıtı,8.34
1250,BURSA,İZNİK,Fuel Oil,7.41
1251,BURSA,İZNİK,Yüksek Kükürtlü Fuel Oil,6.51
1252,BURSA,KARACABEY,Kurşunsuz Benzin 95,7.97
1253,BURSA,KARACABEY,Gazyağı,9.27
1254,BURSA,KARACABEY,Motorin UltraForce,8.24
1255,BURSA,KARACABEY,Motorin EcoForce,8.21
1256,BURSA,KARACABEY,Kalorifer Yakıtı,8.35
1257,BURSA,KARACABEY,Fuel Oil,7.41
1258,BURSA,KARACABEY,Yüksek Kükürtlü Fuel Oil,6.51
1259,BURSA,KELES,Kurşunsuz Benzin 95,7.96
1260,BURSA,KELES,Gazyağı,9.27
1261,BURSA,KELES,Motorin UltraForce,8.23
1262,BURSA,KELES,Motorin EcoForce,8.2
1263,BURSA,KELES,Kalorifer Yakıtı,8.35
1264,BURSA,KELES,Fuel Oil,7.41
1265,BURSA,KELES,Yüksek Kükürtlü Fuel Oil,6.51
1266,BURSA,KESTEL,Kurşunsuz Benzin 95,7.96
1267,BURSA,KESTEL,Gazyağı,9.27
1268,BURSA,KESTEL,Motorin UltraForce,8.23
1269,BURSA,KESTEL,Motorin EcoForce,8.2
1270,BURSA,KESTEL,Kalorifer Yakıtı,8.34
1271,BURSA,KESTEL,Fuel Oil,7.4
1272,BURSA,KESTEL,Yüksek Kükürtlü Fuel Oil,6.51
1273,BURSA,MERKEZ,Kurşunsuz Benzin 95,7.96
1274,BURSA,MERKEZ,Gazyağı,9.27
1275,BURSA,MERKEZ,Motorin UltraForce,8.23
1276,BURSA,MERKEZ,Motorin EcoForce,8.2
1277,BURSA,MERKEZ,Kalorifer Yakıtı,8.34
1278,BURSA,MERKEZ,Fuel Oil,7.39
1279,BURSA,MERKEZ,Yüksek Kükürtlü Fuel Oil,6.51
1280,BURSA,MUDANYA,Kurşunsuz Benzin 95,7.96
1281,BURSA,MUDANYA,Gazyağı,9.27
1282,BURSA,MUDANYA,Motorin UltraForce,8.23
1283,BURSA,MUDANYA,Motorin EcoForce,8.2
1284,BURSA,MUDANYA,Kalorifer Yakıtı,8.34
1285,BURSA,MUDANYA,Fuel Oil,7.4
1286,BURSA,MUDANYA,Yüksek Kükürtlü Fuel Oil,6.51
1287,BURSA,MUSTAFAKEMALPAŞA,Kurşunsuz Benzin 95,7.97
1288,BURSA,MUSTAFAKEMALPAŞA,Gazyağı,9.28
1289,BURSA,MUSTAFAKEMALPAŞA,Motorin UltraForce,8.24
1290,BURSA,MUSTAFAKEMALPAŞA,Motorin EcoForce,8.21
1291,BURSA,MUSTAFAKEMALPAŞA,Kalorifer Yakıtı,8.35
1292,BURSA,MUSTAFAKEMALPAŞA,Fuel Oil,7.41
1293,BURSA,MUSTAFAKEMALPAŞA,Yüksek Kükürtlü Fuel Oil,6.52
1294,BURSA,NİLÜFER,Kurşunsuz Benzin 95,7.96
1295,BURSA,NİLÜFER,Gazyağı,9.27
1296,BURSA,NİLÜFER,Motorin UltraForce,8.23
1297,BURSA,NİLÜFER,Motorin EcoForce,8.2
1298,BURSA,NİLÜFER,Kalorifer Yakıtı,8.34
1299,BURSA,NİLÜFER,Fuel Oil,7.41
1300,BURSA,NİLÜFER,Yüksek Kükürtlü Fuel Oil,6.51
1301,BURSA,ORHANELİ,Kurşunsuz Benzin 95,7.96
1302,BURSA,ORHANELİ,Gazyağı,9.27
1303,BURSA,ORHANELİ,Motorin UltraForce,8.23
1304,BURSA,ORHANELİ,Motorin EcoForce,8.2
1305,BURSA,ORHANELİ,Kalorifer Yakıtı,8.35
1306,BURSA,ORHANELİ,Fuel Oil,7.41
1307,BURSA,ORHANELİ,Yüksek Kükürtlü Fuel Oil,6.51
1308,BURSA,ORHANGAZİ,Kurşunsuz Benzin 95,7.95
1309,BURSA,ORHANGAZİ,Gazyağı,9.27
1310,BURSA,ORHANGAZİ,Motorin UltraForce,8.22
1311,BURSA,ORHANGAZİ,Motorin EcoForce,8.19
1312,BURSA,ORHANGAZİ,Kalorifer Yakıtı,8.34
1313,BURSA,ORHANGAZİ,Fuel Oil,7.41
1314,BURSA,ORHANGAZİ,Yüksek Kükürtlü Fuel Oil,6.51
1315,BURSA,OSMANGAZİ,Kurşunsuz Benzin 95,7.96
1316,BURSA,OSMANGAZİ,Gazyağı,9.27
1317,BURSA,OSMANGAZİ,Motorin UltraForce,8.23
1318,BURSA,OSMANGAZİ,Motorin EcoForce,8.2
1319,BURSA,OSMANGAZİ,Kalorifer Yakıtı,8.34
1320,BURSA,OSMANGAZİ,Fuel Oil,7.4
1321,BURSA,OSMANGAZİ,Yüksek Kükürtlü Fuel Oil,6.51
1322,BURSA,YENİŞEHİR,Kurşunsuz Benzin 95,7.96
1323,BURSA,YENİŞEHİR,Gazyağı,9.26
1324,BURSA,YENİŞEHİR,Motorin UltraForce,8.23
1325,BURSA,YENİŞEHİR,Motorin EcoForce,8.2
1326,BURSA,YENİŞEHİR,Kalorifer Yakıtı,8.34
1327,BURSA,YENİŞEHİR,Fuel Oil,7.41
1328,BURSA,YENİŞEHİR,Yüksek Kükürtlü Fuel Oil,6.5
1329,BURSA,YILDIRIM,Kurşunsuz Benzin 95,7.96
1330,BURSA,YILDIRIM,Gazyağı,9.27
1331,BURSA,YILDIRIM,Motorin UltraForce,8.23
1332,BURSA,YILDIRIM,Motorin EcoForce,8.2
1333,BURSA,YILDIRIM,Kalorifer Yakıtı,8.34
1334,BURSA,YILDIRIM,Fuel Oil,7.4
1335,BURSA,YILDIRIM,Yüksek Kükürtlü Fuel Oil,6.51
1336,ÇANAKKALE,AYVACIK,Kurşunsuz Benzin 95,8.08
1337,ÇANAKKALE,AYVACIK,Gazyağı,9.3
1338,ÇANAKKALE,AYVACIK,Motorin UltraForce,8.35
1339,ÇANAKKALE,AYVACIK,Motorin EcoForce,8.32
1340,ÇANAKKALE,AYVACIK,Kalorifer Yakıtı,8.35
1341,ÇANAKKALE,AYVACIK,Fuel Oil,7.26
1342,ÇANAKKALE,AYVACIK,Yüksek Kükürtlü Fuel Oil,6.54
1343,ÇANAKKALE,BAYRAMİÇ,Kurşunsuz Benzin 95,8.07
1344,ÇANAKKALE,BAYRAMİÇ,Gazyağı,9.29
1345,ÇANAKKALE,BAYRAMİÇ,Motorin UltraForce,8.35
1346,ÇANAKKALE,BAYRAMİÇ,Motorin EcoForce,8.32
1347,ÇANAKKALE,BAYRAMİÇ,Kalorifer Yakıtı,8.35
1348,ÇANAKKALE,BAYRAMİÇ,Fuel Oil,7.26
1349,ÇANAKKALE,BAYRAMİÇ,Yüksek Kükürtlü Fuel Oil,6.53
1350,ÇANAKKALE,BİGA,Kurşunsuz Benzin 95,8.1
1351,ÇANAKKALE,BİGA,Gazyağı,9.28
1352,ÇANAKKALE,BİGA,Motorin UltraForce,8.37
1353,ÇANAKKALE,BİGA,Motorin EcoForce,8.34
1354,ÇANAKKALE,BİGA,Kalorifer Yakıtı,8.36
1355,ÇANAKKALE,BİGA,Fuel Oil,7.28
1356,ÇANAKKALE,BİGA,Yüksek Kükürtlü Fuel Oil,6.52
1357,ÇANAKKALE,BOZCAADA,Kurşunsuz Benzin 95,8.22
1358,ÇANAKKALE,BOZCAADA,Gazyağı,9.42
1359,ÇANAKKALE,BOZCAADA,Motorin UltraForce,8.49
1360,ÇANAKKALE,BOZCAADA,Motorin EcoForce,8.46
1361,ÇANAKKALE,BOZCAADA,Kalorifer Yakıtı,8.48
1362,ÇANAKKALE,BOZCAADA,Fuel Oil,7.33
1363,ÇANAKKALE,BOZCAADA,Yüksek Kükürtlü Fuel Oil,6.66
1364,ÇANAKKALE,ÇAN,Kurşunsuz Benzin 95,8.1
1365,ÇANAKKALE,ÇAN,Gazyağı,9.29
1366,ÇANAKKALE,ÇAN,Motorin UltraForce,8.37
1367,ÇANAKKALE,ÇAN,Motorin EcoForce,8.34
1368,ÇANAKKALE,ÇAN,Kalorifer Yakıtı,8.35
1369,ÇANAKKALE,ÇAN,Fuel Oil,7.27
1370,ÇANAKKALE,ÇAN,Yüksek Kükürtlü Fuel Oil,6.53
1371,ÇANAKKALE,ECEABAT,Kurşunsuz Benzin 95,8.09
1372,ÇANAKKALE,ECEABAT,Gazyağı,9.3
1373,ÇANAKKALE,ECEABAT,Motorin UltraForce,8.37
1374,ÇANAKKALE,ECEABAT,Motorin EcoForce,8.34
1375,ÇANAKKALE,ECEABAT,Kalorifer Yakıtı,8.36
1376,ÇANAKKALE,ECEABAT,Fuel Oil,7.28
1377,ÇANAKKALE,ECEABAT,Yüksek Kükürtlü Fuel Oil,6.54
1378,ÇANAKKALE,EZİNE,Kurşunsuz Benzin 95,8.08
1379,ÇANAKKALE,EZİNE,Gazyağı,9.3
1380,ÇANAKKALE,EZİNE,Motorin UltraForce,8.35
1381,ÇANAKKALE,EZİNE,Motorin EcoForce,8.32
1382,ÇANAKKALE,EZİNE,Kalorifer Yakıtı,8.35
1383,ÇANAKKALE,EZİNE,Fuel Oil,7.26
1384,ÇANAKKALE,EZİNE,Yüksek Kükürtlü Fuel Oil,6.54
1385,ÇANAKKALE,GELİBOLU,Kurşunsuz Benzin 95,8.09
1386,ÇANAKKALE,GELİBOLU,Gazyağı,9.3
1387,ÇANAKKALE,GELİBOLU,Motorin UltraForce,8.36
1388,ÇANAKKALE,GELİBOLU,Motorin EcoForce,8.33
1389,ÇANAKKALE,GELİBOLU,Kalorifer Yakıtı,8.36
1390,ÇANAKKALE,GELİBOLU,Fuel Oil,7.27
1391,ÇANAKKALE,GELİBOLU,Yüksek Kükürtlü Fuel Oil,6.54
1392,ÇANAKKALE,GÖKÇEADA,Kurşunsuz Benzin 95,8.13
1393,ÇANAKKALE,GÖKÇEADA,Gazyağı,9.42
1394,ÇANAKKALE,GÖKÇEADA,Motorin UltraForce,8.41
1395,ÇANAKKALE,GÖKÇEADA,Motorin EcoForce,8.38
1396,ÇANAKKALE,GÖKÇEADA,Kalorifer Yakıtı,8.48
1397,ÇANAKKALE,GÖKÇEADA,Fuel Oil,7.33
1398,ÇANAKKALE,GÖKÇEADA,Yüksek Kükürtlü Fuel Oil,6.66
1399,ÇANAKKALE,LAPSEKİ,Kurşunsuz Benzin 95,8.1
1400,ÇANAKKALE,LAPSEKİ,Gazyağı,9.29
1401,ÇANAKKALE,LAPSEKİ,Motorin UltraForce,8.37
1402,ÇANAKKALE,LAPSEKİ,Motorin EcoForce,8.34
1403,ÇANAKKALE,LAPSEKİ,Kalorifer Yakıtı,8.36
1404,ÇANAKKALE,LAPSEKİ,Fuel Oil,7.27
1405,ÇANAKKALE,LAPSEKİ,Yüksek Kükürtlü Fuel Oil,6.53
1406,ÇANAKKALE,MERKEZ,Kurşunsuz Benzin 95,8.09
1407,ÇANAKKALE,MERKEZ,Gazyağı,9.29
1408,ÇANAKKALE,MERKEZ,Motorin UltraForce,8.36
1409,ÇANAKKALE,MERKEZ,Motorin EcoForce,8.33
1410,ÇANAKKALE,MERKEZ,Kalorifer Yakıtı,8.35
1411,ÇANAKKALE,MERKEZ,Fuel Oil,7.41
1412,ÇANAKKALE,MERKEZ,Yüksek Kükürtlü Fuel Oil,6.53
1413,ÇANAKKALE,YENİCE,Kurşunsuz Benzin 95,8.08
1414,ÇANAKKALE,YENİCE,Gazyağı,9.29
1415,ÇANAKKALE,YENİCE,Motorin UltraForce,8.35
1416,ÇANAKKALE,YENİCE,Motorin EcoForce,8.32
1417,ÇANAKKALE,YENİCE,Kalorifer Yakıtı,8.35
1418,ÇANAKKALE,YENİCE,Fuel Oil,7.27
1419,ÇANAKKALE,YENİCE,Yüksek Kükürtlü Fuel Oil,6.53
1420,ÇANKIRI,ATKARACALAR,Kurşunsuz Benzin 95,8.03
1421,ÇANKIRI,ATKARACALAR,Gazyağı,9.29
1422,ÇANKIRI,ATKARACALAR,Motorin UltraForce,8.3
1423,ÇANKIRI,ATKARACALAR,Motorin EcoForce,8.27
1424,ÇANKIRI,ATKARACALAR,Kalorifer Yakıtı,8.36
1425,ÇANKIRI,ATKARACALAR,Fuel Oil,7.41
1426,ÇANKIRI,ATKARACALAR,Yüksek Kükürtlü Fuel Oil,6.47
1427,ÇANKIRI,BAYRAMÖREN,Kurşunsuz Benzin 95,8.03
1428,ÇANKIRI,BAYRAMÖREN,Gazyağı,9.3
1429,ÇANKIRI,BAYRAMÖREN,Motorin UltraForce,8.3
1430,ÇANKIRI,BAYRAMÖREN,Motorin EcoForce,8.27
1431,ÇANKIRI,BAYRAMÖREN,Kalorifer Yakıtı,8.37
1432,ÇANKIRI,BAYRAMÖREN,Fuel Oil,7.41
1433,ÇANKIRI,BAYRAMÖREN,Yüksek Kükürtlü Fuel Oil,6.48
1434,ÇANKIRI,ÇERKEŞ,Kurşunsuz Benzin 95,8.03
1435,ÇANKIRI,ÇERKEŞ,Gazyağı,9.3
1436,ÇANKIRI,ÇERKEŞ,Motorin UltraForce,8.3
1437,ÇANKIRI,ÇERKEŞ,Motorin EcoForce,8.27
1438,ÇANKIRI,ÇERKEŞ,Kalorifer Yakıtı,8.36
1439,ÇANKIRI,ÇERKEŞ,Fuel Oil,7.41
1440,ÇANKIRI,ÇERKEŞ,Yüksek Kükürtlü Fuel Oil,6.48
1441,ÇANKIRI,ELDİVAN,Kurşunsuz Benzin 95,8.02
1442,ÇANKIRI,ELDİVAN,Gazyağı,9.29
1443,ÇANKIRI,ELDİVAN,Motorin UltraForce,8.28
1444,ÇANKIRI,ELDİVAN,Motorin EcoForce,8.25
1445,ÇANKIRI,ELDİVAN,Kalorifer Yakıtı,8.37
1446,ÇANKIRI,ELDİVAN,Fuel Oil,7.39
1447,ÇANKIRI,ELDİVAN,Yüksek Kükürtlü Fuel Oil,6.47
1448,ÇANKIRI,ILGAZ,Kurşunsuz Benzin 95,8.03
1449,ÇANKIRI,ILGAZ,Gazyağı,9.3
1450,ÇANKIRI,ILGAZ,Motorin UltraForce,8.29
1451,ÇANKIRI,ILGAZ,Motorin EcoForce,8.26
1452,ÇANKIRI,ILGAZ,Kalorifer Yakıtı,8.37
1453,ÇANKIRI,ILGAZ,Fuel Oil,7.4
1454,ÇANKIRI,ILGAZ,Yüksek Kükürtlü Fuel Oil,6.48
1455,ÇANKIRI,KIZILIRMAK,Kurşunsuz Benzin 95,8.02
1456,ÇANKIRI,KIZILIRMAK,Gazyağı,9.29
1457,ÇANKIRI,KIZILIRMAK,Motorin UltraForce,8.28
1458,ÇANKIRI,KIZILIRMAK,Motorin EcoForce,8.25
1459,ÇANKIRI,KIZILIRMAK,Kalorifer Yakıtı,8.37
1460,ÇANKIRI,KIZILIRMAK,Fuel Oil,7.4
1461,ÇANKIRI,KIZILIRMAK,Yüksek Kükürtlü Fuel Oil,6.47
1462,ÇANKIRI,KORGUN,Kurşunsuz Benzin 95,8.02
1463,ÇANKIRI,KORGUN,Gazyağı,9.29
1464,ÇANKIRI,KORGUN,Motorin UltraForce,8.29
1465,ÇANKIRI,KORGUN,Motorin EcoForce,8.26
1466,ÇANKIRI,KORGUN,Kalorifer Yakıtı,8.37
1467,ÇANKIRI,KORGUN,Fuel Oil,7.4
1468,ÇANKIRI,KORGUN,Yüksek Kükürtlü Fuel Oil,6.47
1469,ÇANKIRI,KURŞUNLU,Kurşunsuz Benzin 95,8.03
1470,ÇANKIRI,KURŞUNLU,Gazyağı,9.3
1471,ÇANKIRI,KURŞUNLU,Motorin UltraForce,8.3
1472,ÇANKIRI,KURŞUNLU,Motorin EcoForce,8.27
1473,ÇANKIRI,KURŞUNLU,Kalorifer Yakıtı,8.36
1474,ÇANKIRI,KURŞUNLU,Fuel Oil,7.41
1475,ÇANKIRI,KURŞUNLU,Yüksek Kükürtlü Fuel Oil,6.48
1476,ÇANKIRI,MERKEZ,Kurşunsuz Benzin 95,8.01
1477,ÇANKIRI,MERKEZ,Gazyağı,9.29
1478,ÇANKIRI,MERKEZ,Motorin UltraForce,8.28
1479,ÇANKIRI,MERKEZ,Motorin EcoForce,8.25
1480,ÇANKIRI,MERKEZ,Kalorifer Yakıtı,8.36
1481,ÇANKIRI,MERKEZ,Fuel Oil,7.39
1482,ÇANKIRI,MERKEZ,Yüksek Kükürtlü Fuel Oil,6.47
1483,ÇANKIRI,ORTA,Kurşunsuz Benzin 95,8.02
1484,ÇANKIRI,ORTA,Gazyağı,9.29
1485,ÇANKIRI,ORTA,Motorin UltraForce,8.29
1486,ÇANKIRI,ORTA,Motorin EcoForce,8.26
1487,ÇANKIRI,ORTA,Kalorifer Yakıtı,8.36
1488,ÇANKIRI,ORTA,Fuel Oil,7.4
1489,ÇANKIRI,ORTA,Yüksek Kükürtlü Fuel Oil,6.47
1490,ÇANKIRI,ŞABANÖZÜ,Kurşunsuz Benzin 95,8.02
1491,ÇANKIRI,ŞABANÖZÜ,Gazyağı,9.29
1492,ÇANKIRI,ŞABANÖZÜ,Motorin UltraForce,8.29
1493,ÇANKIRI,ŞABANÖZÜ,Motorin EcoForce,8.26
1494,ÇANKIRI,ŞABANÖZÜ,Kalorifer Yakıtı,8.37
1495,ÇANKIRI,ŞABANÖZÜ,Fuel Oil,7.4
1496,ÇANKIRI,ŞABANÖZÜ,Yüksek Kükürtlü Fuel Oil,6.47
1497,ÇANKIRI,YAPRAKLI,Kurşunsuz Benzin 95,8.02
1498,ÇANKIRI,YAPRAKLI,Gazyağı,9.29
1499,ÇANKIRI,YAPRAKLI,Motorin UltraForce,8.29
1500,ÇANKIRI,YAPRAKLI,Motorin EcoForce,8.26
1501,ÇANKIRI,YAPRAKLI,Kalorifer Yakıtı,8.37
