,provinceName,districtName,productName,amount
0,ADANA,ALADAĞ,Kurşunsuz Benzin 95,8.09
1,ADANA,ALADAĞ,Gazyağı,9.33
2,ADANA,ALADAĞ,Motorin UltraForce,8.34
3,ADANA,ALADAĞ,Motorin EcoForce,8.31
4,ADANA,ALADAĞ,Kalorifer Yakıtı,8.41
5,ADANA,ALADAĞ,Fuel Oil,7.49
6,ADANA,ALADAĞ,Yüksek Kükürtlü Fuel Oil,6.5
7,ADANA,CEYHAN,Kurşunsuz Benzin 95,8.07
8,ADANA,CEYHAN,Gazyağı,9.34
9,ADANA,CEYHAN,Motorin UltraForce,8.33
10,ADANA,CEYHAN,Motorin EcoForce,8.3
11,ADANA,CEYHAN,Kalorifer Yakıtı,8.42
12,ADANA,CEYHAN,Fuel Oil,7.48
13,ADANA,CEYHAN,Yüksek Kükürtlü Fuel Oil,6.51
14,ADANA,ÇUKUROVA,Kurşunsuz Benzin 95,8.07
15,ADANA,ÇUKUROVA,Gazyağı,9.34
16,ADANA,ÇUKUROVA,Motorin UltraForce,8.33
17,ADANA,ÇUKUROVA,Motorin EcoForce,8.3
18,ADANA,ÇUKUROVA,Kalorifer Yakıtı,8.41
19,ADANA,ÇUKUROVA,Fuel Oil,7.47
20,ADANA,ÇUKUROVA,Yüksek Kükürtlü Fuel Oil,6.51
21,ADANA,FEKE,Kurşunsuz Benzin 95,8.08
22,ADANA,FEKE,Gazyağı,9.33
23,ADANA,FEKE,Motorin UltraForce,8.33
24,ADANA,FEKE,Motorin EcoForce,8.3
25,ADANA,FEKE,Kalorifer Yakıtı,8.42
26,ADANA,FEKE,Fuel Oil,7.49
27,ADANA,FEKE,Yüksek Kükürtlü Fuel Oil,6.5
28,ADANA,İMAMOĞLU,Kurşunsuz Benzin 95,8.07
29,ADANA,İMAMOĞLU,Gazyağı,9.34
30,ADANA,İMAMOĞLU,Motorin UltraForce,8.33
31,ADANA,İMAMOĞLU,Motorin EcoForce,8.3
32,ADANA,İMAMOĞLU,Kalorifer Yakıtı,8.42
33,ADANA,İMAMOĞLU,Fuel Oil,7.48
34,ADANA,İMAMOĞLU,Yüksek Kükürtlü Fuel Oil,6.51
35,ADANA,KARAİSALI,Kurşunsuz Benzin 95,8.07
36,ADANA,KARAİSALI,Gazyağı,9.33
37,ADANA,KARAİSALI,Motorin UltraForce,8.33
38,ADANA,KARAİSALI,Motorin EcoForce,8.3
39,ADANA,KARAİSALI,Kalorifer Yakıtı,8.41
40,ADANA,KARAİSALI,Fuel Oil,7.48
41,ADANA,KARAİSALI,Yüksek Kükürtlü Fuel Oil,6.5
42,ADANA,KARATAŞ,Kurşunsuz Benzin 95,8.07
43,ADANA,KARATAŞ,Gazyağı,9.34
44,ADANA,KARATAŞ,Motorin UltraForce,8.33
45,ADANA,KARATAŞ,Motorin EcoForce,8.3
46,ADANA,KARATAŞ,Kalorifer Yakıtı,8.42
47,ADANA,KARATAŞ,Fuel Oil,7.48
48,ADANA,KARATAŞ,Yüksek Kükürtlü Fuel Oil,6.51
49,ADANA,KOZAN,Kurşunsuz Benzin 95,8.08
50,ADANA,KOZAN,Gazyağı,9.34
51,ADANA,KOZAN,Motorin UltraForce,8.34
52,ADANA,KOZAN,Motorin EcoForce,8.31
53,ADANA,KOZAN,Kalorifer Yakıtı,8.42
54,ADANA,KOZAN,Fuel Oil,7.49
55,ADANA,KOZAN,Yüksek Kükürtlü Fuel Oil,6.51
56,ADANA,MERKEZ,Kurşunsuz Benzin 95,8.07
57,ADANA,MERKEZ,Gazyağı,9.34
58,ADANA,MERKEZ,Motorin UltraForce,8.33
59,ADANA,MERKEZ,Motorin EcoForce,8.3
60,ADANA,MERKEZ,Kalorifer Yakıtı,8.41
61,ADANA,MERKEZ,Fuel Oil,7.47
62,ADANA,MERKEZ,Yüksek Kükürtlü Fuel Oil,6.51
63,ADANA,POZANTI,Kurşunsuz Benzin 95,8.08
64,ADANA,POZANTI,Gazyağı,9.33
65,ADANA,POZANTI,Motorin UltraForce,8.34
66,ADANA,POZANTI,Motorin EcoForce,8.31
67,ADANA,POZANTI,Kalorifer Yakıtı,8.4
68,ADANA,POZANTI,Fuel Oil,7.48
69,ADANA,POZANTI,Yüksek Kükürtlü Fuel Oil,6.5
70,ADANA,SAİMBEYLİ,Kurşunsuz Benzin 95,8.08
71,ADANA,SAİMBEYLİ,Gazyağı,9.33
72,ADANA,SAİMBEYLİ,Motorin UltraForce,8.34
73,ADANA,SAİMBEYLİ,Motorin EcoForce,8.31
74,ADANA,SAİMBEYLİ,Kalorifer Yakıtı,8.41
75,ADANA,SAİMBEYLİ,Fuel Oil,7.5
76,ADANA,SAİMBEYLİ,Yüksek Kükürtlü Fuel Oil,6.5
77,ADANA,SARIÇAM,Kurşunsuz Benzin 95,8.07
78,ADANA,SARIÇAM,Gazyağı,9.34
79,ADANA,SARIÇAM,Motorin UltraForce,8.33
80,ADANA,SARIÇAM,Motorin EcoForce,8.3
81,ADANA,SARIÇAM,Kalorifer Yakıtı,8.42
82,ADANA,SARIÇAM,Fuel Oil,7.47
83,ADANA,SARIÇAM,Yüksek Kükürtlü Fuel Oil,6.51
84,ADANA,SEYHAN,Kurşunsuz Benzin 95,8.07
85,ADANA,SEYHAN,Gazyağı,9.34
86,ADANA,SEYHAN,Motorin UltraForce,8.33
87,ADANA,SEYHAN,Motorin EcoForce,8.3
88,ADANA,SEYHAN,Kalorifer Yakıtı,8.41
89,ADANA,SEYHAN,Fuel Oil,7.47
90,ADANA,SEYHAN,Yüksek Kükürtlü Fuel Oil,6.51
91,ADANA,TUFANBEYLİ,Kurşunsuz Benzin 95,8.09
92,ADANA,TUFANBEYLİ,Gazyağı,9.33
93,ADANA,TUFANBEYLİ,Motorin UltraForce,8.35
94,ADANA,TUFANBEYLİ,Motorin EcoForce,8.32
95,ADANA,TUFANBEYLİ,Kalorifer Yakıtı,8.41
96,ADANA,TUFANBEYLİ,Fuel Oil,7.51
97,ADANA,TUFANBEYLİ,Yüksek Kükürtlü Fuel Oil,6.5
98,ADANA,YUMURTALIK,Kurşunsuz Benzin 95,8.08
99,ADANA,YUMURTALIK,Gazyağı,9.34
100,ADANA,YUMURTALIK,Motorin UltraForce,8.34
101,ADANA,YUMURTALIK,Motorin EcoForce,8.31
102,ADANA,YUMURTALIK,Kalorifer Yakıtı,8.42
103,ADANA,YUMURTALIK,Fuel Oil,7.49
104,ADANA,YUMURTALIK,Yüksek Kükürtlü Fuel Oil,6.51
105,ADANA,YÜREĞİR,Kurşunsuz Benzin 95,8.07
106,ADANA,YÜREĞİR,Gazyağı,9.34
107,ADANA,YÜREĞİR,Motorin UltraForce,8.33
108,ADANA,YÜREĞİR,Motorin EcoForce,8.3
109,ADANA,YÜREĞİR,Kalorifer Yakıtı,8.42
110,ADANA,YÜREĞİR,Fuel Oil,7.47
111,ADANA,YÜREĞİR,Yüksek Kükürtlü Fuel Oil,6.51
112,ADIYAMAN,BESNİ,Kurşunsuz Benzin 95,8.09
113,ADIYAMAN,BESNİ,Gazyağı,9.36
114,ADIYAMAN,BESNİ,Motorin UltraForce,8.35
115,ADIYAMAN,BESNİ,Motorin EcoForce,8.32
116,ADIYAMAN,BESNİ,Kalorifer Yakıtı,8.43
117,ADIYAMAN,BESNİ,Fuel Oil,7.5
118,ADIYAMAN,BESNİ,Yüksek Kükürtlü Fuel Oil,6.52
119,ADIYAMAN,ÇELİKHAN,Kurşunsuz Benzin 95,8.11
120,ADIYAMAN,ÇELİKHAN,Gazyağı,9.36
121,ADIYAMAN,ÇELİKHAN,Motorin UltraForce,8.37
122,ADIYAMAN,ÇELİKHAN,Motorin EcoForce,8.34
123,ADIYAMAN,ÇELİKHAN,Kalorifer Yakıtı,8.44
124,ADIYAMAN,ÇELİKHAN,Fuel Oil,7.51
125,ADIYAMAN,ÇELİKHAN,Yüksek Kükürtlü Fuel Oil,6.52
126,ADIYAMAN,GERGER,Kurşunsuz Benzin 95,8.11
127,ADIYAMAN,GERGER,Gazyağı,9.37
128,ADIYAMAN,GERGER,Motorin UltraForce,8.37
129,ADIYAMAN,GERGER,Motorin EcoForce,8.34
130,ADIYAMAN,GERGER,Kalorifer Yakıtı,8.45
131,ADIYAMAN,GERGER,Fuel Oil,7.52
132,ADIYAMAN,GERGER,Yüksek Kükürtlü Fuel Oil,6.53
133,ADIYAMAN,GÖLBAŞI,Kurşunsuz Benzin 95,8.11
134,ADIYAMAN,GÖLBAŞI,Gazyağı,9.36
135,ADIYAMAN,GÖLBAŞI,Motorin UltraForce,8.37
136,ADIYAMAN,GÖLBAŞI,Motorin EcoForce,8.34
137,ADIYAMAN,GÖLBAŞI,Kalorifer Yakıtı,8.43
138,ADIYAMAN,GÖLBAŞI,Fuel Oil,7.49
139,ADIYAMAN,GÖLBAŞI,Yüksek Kükürtlü Fuel Oil,6.52
140,ADIYAMAN,KAHTA,Kurşunsuz Benzin 95,8.11
141,ADIYAMAN,KAHTA,Gazyağı,9.36
142,ADIYAMAN,KAHTA,Motorin UltraForce,8.37
143,ADIYAMAN,KAHTA,Motorin EcoForce,8.34
144,ADIYAMAN,KAHTA,Kalorifer Yakıtı,8.44
145,ADIYAMAN,KAHTA,Fuel Oil,7.51
146,ADIYAMAN,KAHTA,Yüksek Kükürtlü Fuel Oil,6.52
147,ADIYAMAN,MERKEZ,Kurşunsuz Benzin 95,8.1
148,ADIYAMAN,MERKEZ,Gazyağı,9.37
149,ADIYAMAN,MERKEZ,Motorin UltraForce,8.36
150,ADIYAMAN,MERKEZ,Motorin EcoForce,8.33
151,ADIYAMAN,MERKEZ,Kalorifer Yakıtı,8.44
152,ADIYAMAN,MERKEZ,Fuel Oil,7.5
153,ADIYAMAN,MERKEZ,Yüksek Kükürtlü Fuel Oil,6.53
154,ADIYAMAN,SAMSAT,Kurşunsuz Benzin 95,8.11
155,ADIYAMAN,SAMSAT,Gazyağı,9.37
156,ADIYAMAN,SAMSAT,Motorin UltraForce,8.37
157,ADIYAMAN,SAMSAT,Motorin EcoForce,8.34
158,ADIYAMAN,SAMSAT,Kalorifer Yakıtı,8.44
159,ADIYAMAN,SAMSAT,Fuel Oil,7.51
160,ADIYAMAN,SAMSAT,Yüksek Kükürtlü Fuel Oil,6.53
161,ADIYAMAN,SİNCİK,Kurşunsuz Benzin 95,8.11
162,ADIYAMAN,SİNCİK,Gazyağı,9.36
163,ADIYAMAN,SİNCİK,Motorin UltraForce,8.37
164,ADIYAMAN,SİNCİK,Motorin EcoForce,8.34
165,ADIYAMAN,SİNCİK,Kalorifer Yakıtı,8.44
166,ADIYAMAN,SİNCİK,Fuel Oil,7.51
167,ADIYAMAN,SİNCİK,Yüksek Kükürtlü Fuel Oil,6.52
168,ADIYAMAN,TUT,Kurşunsuz Benzin 95,8.09
169,ADIYAMAN,TUT,Gazyağı,9.36
170,ADIYAMAN,TUT,Motorin UltraForce,8.35
171,ADIYAMAN,TUT,Motorin EcoForce,8.32
172,ADIYAMAN,TUT,Kalorifer Yakıtı,8.43
173,ADIYAMAN,TUT,Fuel Oil,7.5
174,ADIYAMAN,TUT,Yüksek Kükürtlü Fuel Oil,6.52
175,AFYONKARAHİSAR,BAŞMAKÇI,Kurşunsuz Benzin 95,8.07
176,AFYONKARAHİSAR,BAŞMAKÇI,Gazyağı,9.31
177,AFYONKARAHİSAR,BAŞMAKÇI,Motorin UltraForce,8.34
178,AFYONKARAHİSAR,BAŞMAKÇI,Motorin EcoForce,8.31
179,AFYONKARAHİSAR,BAŞMAKÇI,Kalorifer Yakıtı,8.37
180,AFYONKARAHİSAR,BAŞMAKÇI,Fuel Oil,7.41
181,AFYONKARAHİSAR,BAŞMAKÇI,Yüksek Kükürtlü Fuel Oil,6.51
182,AFYONKARAHİSAR,BAYAT,Kurşunsuz Benzin 95,8.09
183,AFYONKARAHİSAR,BAYAT,Gazyağı,9.29
184,AFYONKARAHİSAR,BAYAT,Motorin UltraForce,8.36
185,AFYONKARAHİSAR,BAYAT,Motorin EcoForce,8.33
186,AFYONKARAHİSAR,BAYAT,Kalorifer Yakıtı,8.37
187,AFYONKARAHİSAR,BAYAT,Fuel Oil,7.41
188,AFYONKARAHİSAR,BAYAT,Yüksek Kükürtlü Fuel Oil,6.49
189,AFYONKARAHİSAR,BOLVADİN,Kurşunsuz Benzin 95,8.09
190,AFYONKARAHİSAR,BOLVADİN,Gazyağı,9.29
191,AFYONKARAHİSAR,BOLVADİN,Motorin UltraForce,8.36
192,AFYONKARAHİSAR,BOLVADİN,Motorin EcoForce,8.33
193,AFYONKARAHİSAR,BOLVADİN,Kalorifer Yakıtı,8.37
194,AFYONKARAHİSAR,BOLVADİN,Fuel Oil,7.42
195,AFYONKARAHİSAR,BOLVADİN,Yüksek Kükürtlü Fuel Oil,6.49
196,AFYONKARAHİSAR,ÇAY,Kurşunsuz Benzin 95,8.09
197,AFYONKARAHİSAR,ÇAY,Gazyağı,9.29
198,AFYONKARAHİSAR,ÇAY,Motorin UltraForce,8.36
199,AFYONKARAHİSAR,ÇAY,Motorin EcoForce,8.33
200,AFYONKARAHİSAR,ÇAY,Kalorifer Yakıtı,8.37
201,AFYONKARAHİSAR,ÇAY,Fuel Oil,7.42
202,AFYONKARAHİSAR,ÇAY,Yüksek Kükürtlü Fuel Oil,6.49
203,AFYONKARAHİSAR,ÇOBANLAR,Kurşunsuz Benzin 95,8.09
204,AFYONKARAHİSAR,ÇOBANLAR,Gazyağı,9.29
205,AFYONKARAHİSAR,ÇOBANLAR,Motorin UltraForce,8.36
206,AFYONKARAHİSAR,ÇOBANLAR,Motorin EcoForce,8.33
207,AFYONKARAHİSAR,ÇOBANLAR,Kalorifer Yakıtı,8.37
208,AFYONKARAHİSAR,ÇOBANLAR,Fuel Oil,7.42
209,AFYONKARAHİSAR,ÇOBANLAR,Yüksek Kükürtlü Fuel Oil,6.49
210,AFYONKARAHİSAR,DAZKIRI,Kurşunsuz Benzin 95,8.07
211,AFYONKARAHİSAR,DAZKIRI,Gazyağı,9.31
212,AFYONKARAHİSAR,DAZKIRI,Motorin UltraForce,8.34
213,AFYONKARAHİSAR,DAZKIRI,Motorin EcoForce,8.31
214,AFYONKARAHİSAR,DAZKIRI,Kalorifer Yakıtı,8.36
215,AFYONKARAHİSAR,DAZKIRI,Fuel Oil,7.41
216,AFYONKARAHİSAR,DAZKIRI,Yüksek Kükürtlü Fuel Oil,6.51
217,AFYONKARAHİSAR,DİNAR,Kurşunsuz Benzin 95,8.08
218,AFYONKARAHİSAR,DİNAR,Gazyağı,9.3
219,AFYONKARAHİSAR,DİNAR,Motorin UltraForce,8.35
220,AFYONKARAHİSAR,DİNAR,Motorin EcoForce,8.32
221,AFYONKARAHİSAR,DİNAR,Kalorifer Yakıtı,8.37
222,AFYONKARAHİSAR,DİNAR,Fuel Oil,7.41
223,AFYONKARAHİSAR,DİNAR,Yüksek Kükürtlü Fuel Oil,6.5
224,AFYONKARAHİSAR,EMİRDAĞ,Kurşunsuz Benzin 95,8.09
225,AFYONKARAHİSAR,EMİRDAĞ,Gazyağı,9.29
226,AFYONKARAHİSAR,EMİRDAĞ,Motorin UltraForce,8.36
227,AFYONKARAHİSAR,EMİRDAĞ,Motorin EcoForce,8.33
228,AFYONKARAHİSAR,EMİRDAĞ,Kalorifer Yakıtı,8.36
229,AFYONKARAHİSAR,EMİRDAĞ,Fuel Oil,7.41
230,AFYONKARAHİSAR,EMİRDAĞ,Yüksek Kükürtlü Fuel Oil,6.49
231,AFYONKARAHİSAR,EVCİLER,Kurşunsuz Benzin 95,8.07
232,AFYONKARAHİSAR,EVCİLER,Gazyağı,9.31
233,AFYONKARAHİSAR,EVCİLER,Motorin UltraForce,8.34
234,AFYONKARAHİSAR,EVCİLER,Motorin EcoForce,8.31
235,AFYONKARAHİSAR,EVCİLER,Kalorifer Yakıtı,8.37
236,AFYONKARAHİSAR,EVCİLER,Fuel Oil,7.41
237,AFYONKARAHİSAR,EVCİLER,Yüksek Kükürtlü Fuel Oil,6.51
238,AFYONKARAHİSAR,HOCALAR,Kurşunsuz Benzin 95,8.09
239,AFYONKARAHİSAR,HOCALAR,Gazyağı,9.3
240,AFYONKARAHİSAR,HOCALAR,Motorin UltraForce,8.36
241,AFYONKARAHİSAR,HOCALAR,Motorin EcoForce,8.33
242,AFYONKARAHİSAR,HOCALAR,Kalorifer Yakıtı,8.36
243,AFYONKARAHİSAR,HOCALAR,Fuel Oil,7.41
244,AFYONKARAHİSAR,HOCALAR,Yüksek Kükürtlü Fuel Oil,6.5
245,AFYONKARAHİSAR,İHSANİYE,Kurşunsuz Benzin 95,8.1
246,AFYONKARAHİSAR,İHSANİYE,Gazyağı,9.3
247,AFYONKARAHİSAR,İHSANİYE,Motorin UltraForce,8.37
248,AFYONKARAHİSAR,İHSANİYE,Motorin EcoForce,8.34
249,AFYONKARAHİSAR,İHSANİYE,Kalorifer Yakıtı,8.36
250,AFYONKARAHİSAR,İHSANİYE,Fuel Oil,7.42
251,AFYONKARAHİSAR,İHSANİYE,Yüksek Kükürtlü Fuel Oil,6.5
252,AFYONKARAHİSAR,İSCEHİSAR,Kurşunsuz Benzin 95,8.09
253,AFYONKARAHİSAR,İSCEHİSAR,Gazyağı,9.29
254,AFYONKARAHİSAR,İSCEHİSAR,Motorin UltraForce,8.36
255,AFYONKARAHİSAR,İSCEHİSAR,Motorin EcoForce,8.33
256,AFYONKARAHİSAR,İSCEHİSAR,Kalorifer Yakıtı,8.37
257,AFYONKARAHİSAR,İSCEHİSAR,Fuel Oil,7.41
258,AFYONKARAHİSAR,İSCEHİSAR,Yüksek Kükürtlü Fuel Oil,6.49
259,AFYONKARAHİSAR,KIZILÖREN,Kurşunsuz Benzin 95,8.09
260,AFYONKARAHİSAR,KIZILÖREN,Gazyağı,9.3
261,AFYONKARAHİSAR,KIZILÖREN,Motorin UltraForce,8.36
262,AFYONKARAHİSAR,KIZILÖREN,Motorin EcoForce,8.33
263,AFYONKARAHİSAR,KIZILÖREN,Kalorifer Yakıtı,8.37
264,AFYONKARAHİSAR,KIZILÖREN,Fuel Oil,7.42
265,AFYONKARAHİSAR,KIZILÖREN,Yüksek Kükürtlü Fuel Oil,6.5
266,AFYONKARAHİSAR,MERKEZ,Kurşunsuz Benzin 95,8.08
267,AFYONKARAHİSAR,MERKEZ,Gazyağı,9.3
268,AFYONKARAHİSAR,MERKEZ,Motorin UltraForce,8.35
269,AFYONKARAHİSAR,MERKEZ,Motorin EcoForce,8.32
270,AFYONKARAHİSAR,MERKEZ,Kalorifer Yakıtı,8.37
271,AFYONKARAHİSAR,MERKEZ,Fuel Oil,7.42
272,AFYONKARAHİSAR,MERKEZ,Yüksek Kükürtlü Fuel Oil,6.5
273,AFYONKARAHİSAR,SANDIKLI,Kurşunsuz Benzin 95,8.09
274,AFYONKARAHİSAR,SANDIKLI,Gazyağı,9.3
275,AFYONKARAHİSAR,SANDIKLI,Motorin UltraForce,8.36
276,AFYONKARAHİSAR,SANDIKLI,Motorin EcoForce,8.33
277,AFYONKARAHİSAR,SANDIKLI,Kalorifer Yakıtı,8.37
278,AFYONKARAHİSAR,SANDIKLI,Fuel Oil,7.41
279,AFYONKARAHİSAR,SANDIKLI,Yüksek Kükürtlü Fuel Oil,6.5
280,AFYONKARAHİSAR,SİNANPAŞA,Kurşunsuz Benzin 95,8.08
281,AFYONKARAHİSAR,SİNANPAŞA,Gazyağı,9.3
282,AFYONKARAHİSAR,SİNANPAŞA,Motorin UltraForce,8.35
283,AFYONKARAHİSAR,SİNANPAŞA,Motorin EcoForce,8.32
284,AFYONKARAHİSAR,SİNANPAŞA,Kalorifer Yakıtı,8.36
285,AFYONKARAHİSAR,SİNANPAŞA,Fuel Oil,7.41
286,AFYONKARAHİSAR,SİNANPAŞA,Yüksek Kükürtlü Fuel Oil,6.5
287,AFYONKARAHİSAR,SULTANDAĞI,Kurşunsuz Benzin 95,8.09
288,AFYONKARAHİSAR,SULTANDAĞI,Gazyağı,9.29
289,AFYONKARAHİSAR,SULTANDAĞI,Motorin UltraForce,8.36
290,AFYONKARAHİSAR,SULTANDAĞI,Motorin EcoForce,8.33
291,AFYONKARAHİSAR,SULTANDAĞI,Kalorifer Yakıtı,8.37
292,AFYONKARAHİSAR,SULTANDAĞI,Fuel Oil,7.42
293,AFYONKARAHİSAR,SULTANDAĞI,Yüksek Kükürtlü Fuel Oil,6.49
294,AFYONKARAHİSAR,ŞUHUT,Kurşunsuz Benzin 95,8.09
295,AFYONKARAHİSAR,ŞUHUT,Gazyağı,9.3
296,AFYONKARAHİSAR,ŞUHUT,Motorin UltraForce,8.36
297,AFYONKARAHİSAR,ŞUHUT,Motorin EcoForce,8.33
298,AFYONKARAHİSAR,ŞUHUT,Kalorifer Yakıtı,8.37
299,AFYONKARAHİSAR,ŞUHUT,Fuel Oil,7.42
300,AFYONKARAHİSAR,ŞUHUT,Yüksek Kükürtlü Fuel Oil,6.5
301,AĞRI,DOĞUBAYAZIT,Kurşunsuz Benzin 95,8.19
302,AĞRI,DOĞUBAYAZIT,Motorin UltraForce,8.45
303,AĞRI,DOĞUBAYAZIT,Motorin EcoForce,8.42
304,AĞRI,DOĞUBAYAZIT,Fuel Oil,7.33
305,AĞRI,DOĞUBAYAZIT,Yüksek Kükürtlü Fuel Oil,6.57
306,AĞRI,MERKEZ,Kurşunsuz Benzin 95,8.17
307,AĞRI,MERKEZ,Gazyağı,9.43
308,AĞRI,MERKEZ,Motorin UltraForce,8.43
309,AĞRI,MERKEZ,Motorin EcoForce,8.4
310,AĞRI,MERKEZ,Kalorifer Yakıtı,8.47
311,AĞRI,MERKEZ,Fuel Oil,7.48
312,AĞRI,MERKEZ,Yüksek Kükürtlü Fuel Oil,6.56
313,AĞRI,PATNOS,Kurşunsuz Benzin 95,8.2
314,AĞRI,PATNOS,Motorin UltraForce,8.45
315,AĞRI,PATNOS,Motorin EcoForce,8.42
316,AĞRI,PATNOS,Kalorifer Yakıtı,8.47
317,AĞRI,PATNOS,Fuel Oil,7.33
318,AMASYA,GÖYNÜCEK,Kurşunsuz Benzin 95,8.11
319,AMASYA,GÖYNÜCEK,Gazyağı,9.31
320,AMASYA,GÖYNÜCEK,Motorin UltraForce,8.36
321,AMASYA,GÖYNÜCEK,Motorin EcoForce,8.33
322,AMASYA,GÖYNÜCEK,Kalorifer Yakıtı,8.39
323,AMASYA,GÖYNÜCEK,Fuel Oil,7.42
324,AMASYA,GÖYNÜCEK,Yüksek Kükürtlü Fuel Oil,6.48
325,AMASYA,GÜMÜŞHACIKÖY,Kurşunsuz Benzin 95,8.11
326,AMASYA,GÜMÜŞHACIKÖY,Gazyağı,9.32
327,AMASYA,GÜMÜŞHACIKÖY,Motorin UltraForce,8.36
328,AMASYA,GÜMÜŞHACIKÖY,Motorin EcoForce,8.33
329,AMASYA,GÜMÜŞHACIKÖY,Kalorifer Yakıtı,8.38
330,AMASYA,GÜMÜŞHACIKÖY,Fuel Oil,7.42
331,AMASYA,GÜMÜŞHACIKÖY,Yüksek Kükürtlü Fuel Oil,6.49
332,AMASYA,HAMAMÖZÜ,Kurşunsuz Benzin 95,8.11
333,AMASYA,HAMAMÖZÜ,Gazyağı,9.31
334,AMASYA,HAMAMÖZÜ,Motorin UltraForce,8.37
335,AMASYA,HAMAMÖZÜ,Motorin EcoForce,8.34
336,AMASYA,HAMAMÖZÜ,Kalorifer Yakıtı,8.38
337,AMASYA,HAMAMÖZÜ,Fuel Oil,7.41
338,AMASYA,HAMAMÖZÜ,Yüksek Kükürtlü Fuel Oil,6.48
339,AMASYA,MERKEZ,Kurşunsuz Benzin 95,8.1
340,AMASYA,MERKEZ,Gazyağı,9.31
341,AMASYA,MERKEZ,Motorin UltraForce,8.36
342,AMASYA,MERKEZ,Motorin EcoForce,8.33
343,AMASYA,MERKEZ,Kalorifer Yakıtı,8.38
344,AMASYA,MERKEZ,Fuel Oil,7.42
345,AMASYA,MERKEZ,Yüksek Kükürtlü Fuel Oil,6.48
346,AMASYA,MERZİFON,Kurşunsuz Benzin 95,8.1
347,AMASYA,MERZİFON,Gazyağı,9.31
348,AMASYA,MERZİFON,Motorin UltraForce,8.36
349,AMASYA,MERZİFON,Motorin EcoForce,8.33
350,AMASYA,MERZİFON,Kalorifer Yakıtı,8.38
351,AMASYA,MERZİFON,Fuel Oil,7.42
352,AMASYA,MERZİFON,Yüksek Kükürtlü Fuel Oil,6.48
353,AMASYA,SULUOVA,Kurşunsuz Benzin 95,8.1
354,AMASYA,SULUOVA,Gazyağı,9.32
355,AMASYA,SULUOVA,Motorin UltraForce,8.36
356,AMASYA,SULUOVA,Motorin EcoForce,8.33
357,AMASYA,SULUOVA,Kalorifer Yakıtı,8.39
358,AMASYA,SULUOVA,Fuel Oil,7.42
359,AMASYA,SULUOVA,Yüksek Kükürtlü Fuel Oil,6.49
360,AMASYA,TAŞOVA,Kurşunsuz Benzin 95,8.11
361,AMASYA,TAŞOVA,Gazyağı,9.32
362,AMASYA,TAŞOVA,Motorin UltraForce,8.37
363,AMASYA,TAŞOVA,Motorin EcoForce,8.34
364,AMASYA,TAŞOVA,Kalorifer Yakıtı,8.39
365,AMASYA,TAŞOVA,Fuel Oil,7.43
366,AMASYA,TAŞOVA,Yüksek Kükürtlü Fuel Oil,6.49
367,ANKARA,AKYURT,Kurşunsuz Benzin 95,8.0
368,ANKARA,AKYURT,Gazyağı,9.29
369,ANKARA,AKYURT,Motorin UltraForce,8.27
370,ANKARA,AKYURT,Motorin EcoForce,8.24
371,ANKARA,AKYURT,Kalorifer Yakıtı,8.37
372,ANKARA,AKYURT,Fuel Oil,7.34
373,ANKARA,AKYURT,Yüksek Kükürtlü Fuel Oil,6.47
374,ANKARA,ALTINDAĞ,Kurşunsuz Benzin 95,8.0
375,ANKARA,ALTINDAĞ,Gazyağı,9.29
376,ANKARA,ALTINDAĞ,Motorin UltraForce,8.27
377,ANKARA,ALTINDAĞ,Motorin EcoForce,8.24
378,ANKARA,ALTINDAĞ,Kalorifer Yakıtı,8.37
379,ANKARA,ALTINDAĞ,Fuel Oil,7.32
380,ANKARA,ALTINDAĞ,Yüksek Kükürtlü Fuel Oil,6.47
381,ANKARA,AYAŞ,Kurşunsuz Benzin 95,8.01
382,ANKARA,AYAŞ,Gazyağı,9.29
383,ANKARA,AYAŞ,Motorin UltraForce,8.28
384,ANKARA,AYAŞ,Motorin EcoForce,8.25
385,ANKARA,AYAŞ,Kalorifer Yakıtı,8.36
386,ANKARA,AYAŞ,Fuel Oil,7.35
387,ANKARA,AYAŞ,Yüksek Kükürtlü Fuel Oil,6.47
388,ANKARA,BALA,Kurşunsuz Benzin 95,8.02
389,ANKARA,BALA,Gazyağı,9.28
390,ANKARA,BALA,Motorin UltraForce,8.29
391,ANKARA,BALA,Motorin EcoForce,8.26
392,ANKARA,BALA,Kalorifer Yakıtı,8.37
393,ANKARA,BALA,Fuel Oil,7.34
394,ANKARA,BALA,Yüksek Kükürtlü Fuel Oil,6.46
395,ANKARA,BEYPAZARI,Kurşunsuz Benzin 95,8.02
396,ANKARA,BEYPAZARI,Gazyağı,9.29
397,ANKARA,BEYPAZARI,Motorin UltraForce,8.29
398,ANKARA,BEYPAZARI,Motorin EcoForce,8.26
399,ANKARA,BEYPAZARI,Kalorifer Yakıtı,8.36
400,ANKARA,BEYPAZARI,Fuel Oil,7.35
401,ANKARA,BEYPAZARI,Yüksek Kükürtlü Fuel Oil,6.47
402,ANKARA,ÇAMLIDERE,Kurşunsuz Benzin 95,8.02
403,ANKARA,ÇAMLIDERE,Gazyağı,9.29
404,ANKARA,ÇAMLIDERE,Motorin UltraForce,8.29
405,ANKARA,ÇAMLIDERE,Motorin EcoForce,8.26
406,ANKARA,ÇAMLIDERE,Kalorifer Yakıtı,8.36
